City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,thakhek,17.4103,104.8307,25.06,96,93,1.51,LA,2023-05-25
284,mugia,43.1041,-9.2179,16.2,78,0,11.01,ES,2023-05-25
285,grand falls-windsor,48.9332,-55.6649,3.06,91,100,2.68,CA,2023-05-25
286,ha tinh,18.3333,105.9,26.04,82,51,0.94,VN,2023-05-25
287,palasa,18.7667,84.4167,26.66,71,58,2.92,IN,2023-05-25
288,hoi an,15.8794,108.335,25.98,82,61,2.34,VN,2023-05-25
289,despenaderos,-31.8163,-64.2899,20.85,95,64,2.26,AR,2023-05-25
290,nizhneangarsk,55.7833,109.55,1.78,75,61,0.4,RU,2023-05-25
291,qobustan,40.0824,49.412,22.8,67,100,4.82,AZ,2023-05-25
292,zaigrayevo,51.8336,108.2703,3.0,93,98,4.25,RU,2023-05-25
293,mooirivier,-29.2082,29.9946,17.11,41,3,8.38,ZA,2023-05-25
294,san antonio de pale,-1.4014,5.6325,26.23,86,99,7.15,GQ,2023-05-25
295,bratsk,56.1325,101.6142,4.27,97,100,1.64,RU,2023-05-25
296,strezhevoy,60.7333,77.5889,6.89,55,9,1.24,RU,2023-05-25
297,awjilah,29.1081,21.2869,26.04,32,73,6.19,LY,2023-05-25
298,usinsk,65.9939,57.5281,16.52,77,16,8.17,RU,2023-05-25
299,anadyr,64.75,177.4833,0.28,93,75,3.0,RU,2023-05-25
300,kohima,25.6667,94.1167,15.41,90,74,1.1,IN,2023-05-25
301,maceio,-9.6658,-35.7353,24.69,94,40,0.51,BR,2023-05-25
302,pacific grove,36.6177,-121.9166,16.35,75,100,5.66,US,2023-05-25
303,boguchany,58.3814,97.4531,5.22,78,99,3.27,RU,2023-05-25
304,fort bragg,35.139,-79.006,21.75,66,100,7.2,US,2023-05-25
305,armacao de buzios,-22.7469,-41.8817,20.09,86,0,5.14,BR,2023-05-25
306,hami,42.8,93.45,20.9,23,100,2.4,CN,2023-05-25
307,aksu,41.1231,80.2644,14.61,48,100,1.96,CN,2023-05-25
308,massawa,15.6097,39.45,31.86,68,35,2.9,ER,2023-05-25
309,bonthe,7.5264,-12.505,27.24,82,100,2.49,SL,2023-05-25
310,buurhakaba,2.8026,44.0781,23.27,86,13,2.01,SO,2023-05-25
311,taltal,-25.4,-70.4833,16.45,85,77,0.45,CL,2023-05-25
312,namdrik,5.5994,168.1028,28.64,76,99,7.1,MH,2023-05-25
313,las lomitas,-24.7096,-60.593,24.64,53,91,2.69,AR,2023-05-25
314,wuwei,37.9281,102.6414,14.33,38,100,1.22,CN,2023-05-25
315,cidade velha,14.9167,-23.6167,24.26,73,0,6.17,CV,2023-05-25
316,vallenar,-28.5708,-70.7581,16.19,59,83,1.09,CL,2023-05-25
317,kapuskasing,49.4169,-82.4331,19.05,22,75,3.6,CA,2023-05-25
318,porto novo,6.4965,2.6036,27.9,85,81,2.13,BJ,2023-05-25
319,caucete,-31.6518,-68.2811,19.32,55,0,3.56,AR,2023-05-25
320,palmer,42.1584,-72.3287,17.86,44,20,5.66,US,2023-05-25
321,bridgewater,44.3835,-64.5155,13.71,68,95,6.69,CA,2023-05-25
322,miyoshi,35.0833,137.0667,22.01,69,88,3.67,JP,2023-05-25
323,nova olimpia,-14.7972,-57.2881,27.41,58,93,0.69,BR,2023-05-25
324,machali,-34.1833,-70.6667,11.56,77,100,2.22,CL,2023-05-25
325,bela vista de goias,-16.9728,-48.9533,22.64,62,3,2.72,BR,2023-05-25
326,victoria falls,-17.9235,25.843,17.29,45,0,1.63,ZW,2023-05-25
327,andkhoy,36.9529,65.1238,20.01,19,0,1.94,AF,2023-05-25
328,huambo,-12.7761,15.7392,18.54,56,88,0.53,AO,2023-05-25
329,perm,58.0174,56.2855,11.7,71,0,0.0,RU,2023-05-25
330,altai,46.3722,96.2583,4.11,74,100,1.21,MN,2023-05-25
331,salekhard,66.53,66.6019,14.63,70,98,4.66,RU,2023-05-25
332,ewo,-0.8725,14.8206,26.14,75,96,1.61,CG,2023-05-25
333,tegueste,28.5167,-16.3167,16.48,83,0,2.57,ES,2023-05-25
334,simoca,-27.2627,-65.3565,22.72,76,43,1.29,AR,2023-05-25
335,xining,36.6167,101.7667,7.83,83,100,0.57,CN,2023-05-25
336,bemidji,47.4736,-94.8803,25.05,42,0,6.17,US,2023-05-25
337,antsiranana,-12.2787,49.2917,22.05,92,3,2.71,MG,2023-05-25
338,murzuq,25.9155,13.9184,26.1,15,77,3.42,LY,2023-05-25
339,mechanicsburg,40.2143,-77.0086,20.42,35,83,1.34,US,2023-05-25
340,priozersk,61.0393,30.1291,10.05,87,47,2.77,RU,2023-05-25
341,lata,40.1629,-8.3327,13.55,95,3,1.25,PT,2023-05-25
342,chul'man,56.8479,124.9104,7.51,57,100,5.43,RU,2023-05-25
343,karyes,37.3,22.5,13.44,78,1,1.87,GR,2023-05-25
344,itaituba,-4.2761,-55.9836,27.4,74,99,1.19,BR,2023-05-25
345,pendleton,45.6721,-118.7886,26.35,32,0,4.12,US,2023-05-25
346,lerwick,60.1545,-1.1494,9.0,84,25,7.81,GB,2023-05-25
347,mouila,-1.8685,11.0559,23.72,98,88,0.52,GA,2023-05-25
348,kochubey,44.3861,46.5825,22.04,70,99,2.66,RU,2023-05-25
349,crane,31.3974,-102.3501,29.52,44,57,7.26,US,2023-05-25
350,markivka,49.5229,39.5705,15.56,87,58,1.32,UA,2023-05-25
351,ingeniero jacobacci,-41.3427,-69.5448,5.17,85,44,11.38,AR,2023-05-25
352,sao joao da barra,-21.6403,-41.0511,21.05,84,4,4.0,BR,2023-05-25
353,khorixas,-20.3667,14.9667,14.58,49,17,1.06,NA,2023-05-25
354,farafangana,-22.8167,47.8333,19.09,86,56,0.6,MG,2023-05-25
355,hithadhoo,-0.6,73.0833,28.62,69,26,4.33,MV,2023-05-25
356,cidreira,-30.1811,-50.2056,20.59,90,4,5.15,BR,2023-05-25
357,khandyga,62.6667,135.6,9.74,63,77,0.34,RU,2023-05-25
358,ust-tsilma,65.441,52.1498,15.2,90,72,2.61,RU,2023-05-25
359,ketchikan,55.3422,-131.6461,19.26,52,0,5.14,US,2023-05-25
360,gurupi,-11.7292,-49.0686,26.13,43,28,2.32,BR,2023-05-25
361,ma'rib,15.4591,45.3253,26.22,49,89,2.93,YE,2023-05-25
362,petrolina,-9.3986,-40.5008,26.03,78,0,3.6,BR,2023-05-25
363,port lincoln,-34.7333,135.8667,12.85,65,99,5.4,AU,2023-05-25
364,antonio enes,-16.2325,39.9086,22.6,65,1,3.1,MZ,2023-05-25
365,bismarck,46.8083,-100.7837,28.91,40,0,8.75,US,2023-05-25
366,datong,40.0936,113.2914,16.49,32,99,1.07,CN,2023-05-25
367,kapit,2.0167,112.9333,24.04,92,98,0.4,MY,2023-05-25
368,tortoli,39.9256,9.6572,17.9,63,0,5.14,IT,2023-05-25
369,kuraymah,18.55,31.85,35.34,13,2,6.39,SD,2023-05-25
370,shibetsu,43.659,145.132,14.49,69,0,1.73,JP,2023-05-25
371,el jadid,33.2549,-8.506,19.09,81,2,4.64,MA,2023-05-25
372,mucur,39.0615,34.3829,11.01,79,99,1.17,TR,2023-05-25
373,saint-philippe,-21.3585,55.7679,21.77,85,100,5.57,RE,2023-05-25
374,verkhneyarkeyevo,55.4505,54.3145,17.75,52,50,2.93,RU,2023-05-25
375,kolonia town,6.964,158.206,29.06,84,75,3.09,FM,2023-05-25
376,okha,53.5739,142.9478,4.09,82,99,5.3,RU,2023-05-25
377,lander,42.833,-108.7307,21.22,41,75,10.8,US,2023-05-25
378,nuku'alofa,-21.1333,-175.2,23.19,78,100,2.57,TO,2023-05-25
379,elizabethton,36.3487,-82.2107,25.87,49,20,1.54,US,2023-05-25
380,tuy hoa,13.0833,109.3,25.41,84,62,1.85,VN,2023-05-25
381,oranjemund,-28.55,16.4333,11.78,84,20,1.49,NA,2023-05-25
382,bahau,2.8079,102.4049,23.9,94,100,1.1,MY,2023-05-25
383,maravatio de ocampo,19.9,-100.45,25.43,26,84,0.55,MX,2023-05-25
384,dalhart,36.0595,-102.5133,24.1,56,75,6.69,US,2023-05-25
385,lebanon,36.2081,-86.2911,27.12,57,0,4.63,US,2023-05-25
386,buka,40.8108,69.1986,17.91,35,100,2.87,UZ,2023-05-25
387,shimoda,34.6667,138.95,20.61,64,61,1.97,JP,2023-05-25
388,talant,47.3369,5.0089,13.19,82,0,2.57,FR,2023-05-25
389,kapa'a,22.0752,-159.319,27.99,73,75,5.14,US,2023-05-25
390,marat,25.0701,45.4615,29.4,27,27,3.63,SA,2023-05-25
391,la'ie,21.6477,-157.9253,28.98,65,84,3.58,US,2023-05-25
392,dunedin,-45.8742,170.5036,17.11,43,100,4.02,NZ,2023-05-25
393,singrauli,24.1997,82.6753,24.62,55,1,1.66,IN,2023-05-25
394,juigne,47.7188,-0.3941,15.51,67,0,4.12,FR,2023-05-25
395,spas-demensk,54.4122,34.0226,11.72,84,19,1.59,RU,2023-05-25
396,saint-pierre,-21.3393,55.4781,21.82,78,100,6.69,RE,2023-05-25
397,mariental,-24.6333,17.9667,9.02,77,0,4.98,NA,2023-05-25
398,la passe,45.5549,-0.8967,15.13,78,0,7.39,FR,2023-05-25
399,shitanjing,39.2342,106.3439,15.91,19,100,1.9,CN,2023-05-25
400,tsiombe,-25.3,45.4833,19.43,72,2,4.76,MG,2023-05-25
401,pavlovsk,50.4578,40.1081,15.22,87,63,1.43,RU,2023-05-25
402,bandarbeyla,9.4942,50.8122,27.96,79,17,8.12,SO,2023-05-25
403,sitka,57.0531,-135.33,12.94,88,100,2.57,US,2023-05-25
404,praia da vitoria,38.7333,-27.0667,17.14,82,40,5.73,PT,2023-05-25
405,turpan,42.9333,89.1667,24.98,23,84,3.56,CN,2023-05-25
406,peace river,56.2501,-117.286,18.17,59,75,0.0,CA,2023-05-25
407,alofi,-19.0595,-169.9187,22.94,88,100,3.6,NU,2023-05-25
408,umm kaddadah,13.6017,26.6876,33.42,14,5,3.02,SD,2023-05-25
409,kangaba,11.9333,-8.4167,27.57,64,100,2.21,ML,2023-05-25
410,quirihue,-36.2833,-72.5333,9.39,80,27,2.88,CL,2023-05-25
411,ulladulla,-35.35,150.4667,11.54,83,100,5.22,AU,2023-05-25
412,nema,57.5067,50.5011,17.79,66,65,3.79,RU,2023-05-25
413,new richmond,45.123,-92.5366,23.82,43,0,3.6,US,2023-05-25
414,antofagasta,-23.65,-70.4,16.6,90,54,3.5,CL,2023-05-25
415,alice springs,-23.7,133.8833,10.75,66,40,6.17,AU,2023-05-25
416,cockburn town,21.4612,-71.1419,27.46,75,12,1.16,TC,2023-05-25
417,beyneu,45.3167,55.2,21.7,30,4,4.95,KZ,2023-05-25
418,willowmore,-33.2926,23.4895,7.83,76,97,7.68,ZA,2023-05-25
419,kzyltu,53.6364,72.3414,12.13,78,56,4.95,KZ,2023-05-25
420,acarau,-2.8856,-40.12,25.93,84,46,4.1,BR,2023-05-25
421,morehead city,34.7229,-76.726,19.03,84,100,8.49,US,2023-05-25
422,sabha,27.0377,14.4283,25.31,17,3,2.61,LY,2023-05-25
423,bubaque,11.2833,-15.8333,27.86,77,100,5.58,GW,2023-05-25
424,cherdyn',60.403,56.4787,14.82,71,64,2.22,RU,2023-05-25
425,wenchang,30.904,118.4887,22.0,84,93,1.95,CN,2023-05-25
426,kabansk,52.0486,106.6528,3.12,91,100,5.67,RU,2023-05-25
427,blagoveshchensk,50.2667,127.5333,14.34,82,75,6.0,RU,2023-05-25
428,smithers,54.7804,-127.1743,25.18,23,20,2.06,CA,2023-05-25
429,bardai,11.65,7.2333,25.28,65,23,4.63,NG,2023-05-25
430,rocha,-34.4833,-54.3333,20.24,67,99,3.35,UY,2023-05-25
431,vyborg,60.7076,28.7528,9.63,77,19,2.68,RU,2023-05-25
432,independence,39.0911,-94.4155,28.44,37,0,5.14,US,2023-05-25
433,tenabo,20.05,-90.2333,30.0,47,2,3.77,MX,2023-05-25
434,potoci,43.4086,17.8786,18.73,72,20,2.57,BA,2023-05-25
435,nenjiang,49.1833,125.2167,12.7,87,100,5.07,CN,2023-05-25
436,salinas,36.6777,-121.6555,17.34,66,100,5.66,US,2023-05-25
437,barakani,-12.1356,44.4317,25.08,70,2,4.01,KM,2023-05-25
438,rikaze,29.25,88.8833,9.17,46,62,1.89,CN,2023-05-25
439,callao,-12.0667,-77.15,24.29,60,100,6.17,PE,2023-05-25
440,karimpur,23.9667,88.6167,25.29,78,32,2.38,IN,2023-05-25
441,huarmey,-10.0681,-78.1522,22.77,76,55,4.57,PE,2023-05-25
442,antsohihy,-14.8796,47.9875,19.49,98,5,1.32,MG,2023-05-25
443,maharajgani,26.1167,84.4833,26.25,59,0,1.74,IN,2023-05-25
444,weno,7.4515,151.8468,28.44,75,93,3.85,FM,2023-05-25
445,shiqian,27.5225,108.2281,22.25,97,97,1.33,CN,2023-05-25
446,tobruk,32.0836,23.9764,19.94,80,88,10.02,LY,2023-05-25
447,baia sprie,47.6619,23.6922,13.9,94,75,0.0,RO,2023-05-25
448,san luis,-33.295,-66.3356,16.22,74,66,1.53,AR,2023-05-25
449,bankura,23.25,87.0667,26.04,68,17,1.68,IN,2023-05-25
450,skovorodino,53.9833,123.9167,9.12,83,100,3.22,RU,2023-05-25
451,pizarro,4.9533,-77.366,27.45,81,94,2.1,CO,2023-05-25
452,santa maria,-29.6842,-53.8069,18.61,88,0,1.03,BR,2023-05-25
453,kuzhener,56.8111,48.9128,16.81,71,100,3.08,RU,2023-05-25
454,basudebpur,21.1353,86.7386,27.84,64,69,2.21,IN,2023-05-25
455,berezovyy,51.6667,135.7,8.79,84,100,0.87,RU,2023-05-25
456,mount pearl,47.5166,-52.7813,3.86,94,100,3.6,CA,2023-05-25
457,rongelap,11.1635,166.8941,27.86,78,100,8.63,MH,2023-05-25
458,along,28.1667,94.7667,19.87,97,70,0.7,IN,2023-05-25
459,galliano,29.4422,-90.2992,29.0,47,40,2.57,US,2023-05-25
460,nuuk,64.1835,-51.7216,0.49,74,75,5.36,GL,2023-05-25
461,rio novo,-21.4575,-43.1253,17.12,89,1,0.54,BR,2023-05-25
462,flekkefjord,58.2971,6.6607,9.41,75,47,6.07,NO,2023-05-25
463,yeppoon,-23.1333,150.7333,19.88,79,46,1.89,AU,2023-05-25
464,garoowe,8.4054,48.4845,27.45,60,73,5.76,SO,2023-05-25
465,childress,34.4264,-100.204,27.14,50,20,4.63,US,2023-05-25
466,macau,22.2006,113.5461,28.81,89,40,5.14,MO,2023-05-25
467,choyr,46.3611,108.3611,6.82,35,54,0.57,MN,2023-05-25
468,aasiaat,68.7098,-52.8699,-1.2,86,4,3.2,GL,2023-05-25
469,daru,-9.0763,143.2092,25.87,87,100,5.77,PG,2023-05-25
470,bikenibeu village,1.3673,173.1241,28.98,84,40,2.06,KI,2023-05-25
471,aitape,-3.1374,142.3475,27.81,78,82,0.63,PG,2023-05-25
472,bayanhongor,46.7167,100.1167,2.89,52,100,0.92,MN,2023-05-25
473,aral,40.5156,81.2636,15.17,42,38,2.52,CN,2023-05-25
474,bodaybo,57.8506,114.1933,4.87,92,100,0.68,RU,2023-05-25
475,nogliki,51.8333,143.1667,5.61,84,100,2.0,RU,2023-05-25
476,itoman,26.1247,127.6694,25.21,69,20,5.66,JP,2023-05-25
477,mar del plata,-38.0023,-57.5575,18.38,99,100,3.6,AR,2023-05-25
478,thames,-37.1333,175.5333,14.78,72,2,0.65,NZ,2023-05-25
479,rabo de peixe,37.8,-25.5833,16.73,77,20,3.09,PT,2023-05-25
480,sechura,-5.5569,-80.8222,26.27,65,48,8.81,PE,2023-05-25
481,chernyshevskiy,63.0128,112.4714,3.45,67,38,4.37,RU,2023-05-25
482,lazaro cardenas,17.9583,-102.2,29.82,64,15,5.21,MX,2023-05-25
483,ulverstone,-41.15,146.1667,9.29,86,55,6.39,AU,2023-05-25
484,tual,-5.6667,132.75,27.31,70,66,8.12,ID,2023-05-25
485,zaozersk,69.4005,32.4476,8.15,46,52,5.33,RU,2023-05-25
486,ha'il,27.5219,41.6907,26.01,31,20,2.06,SA,2023-05-25
487,abepura,-2.6333,140.5833,28.45,74,20,4.12,ID,2023-05-25
488,ancud,-41.8697,-73.8203,6.99,79,90,3.94,CL,2023-05-25
489,northfield,44.4583,-93.1616,25.07,27,0,5.66,US,2023-05-25
490,satipo,-11.2522,-74.6386,23.12,87,65,0.58,PE,2023-05-25
491,chonchi,-42.6128,-73.8092,4.56,88,96,0.92,CL,2023-05-25
492,lockwood,45.8191,-108.4149,22.02,64,75,5.66,US,2023-05-25
493,hammerfest,70.6634,23.6821,6.25,61,75,7.2,NO,2023-05-25
494,merizo village,13.2658,144.6691,27.45,88,100,7.24,GU,2023-05-25
495,gejiu,23.306,103.1635,13.73,92,1,1.61,CN,2023-05-25
496,gebeit,21.0667,36.3167,25.74,66,21,3.41,SD,2023-05-25
497,alcacer do sal,38.3733,-8.5144,16.65,74,27,2.6,PT,2023-05-25
498,okhotsk,59.3833,143.3,3.25,82,100,1.45,RU,2023-05-25
499,fuerte olimpo,-21.0415,-57.8738,26.29,47,36,2.99,PY,2023-05-25
500,la mira,18.035,-102.3266,30.35,62,18,5.07,MX,2023-05-25
501,balykchy,42.4557,76.1861,7.12,65,98,0.08,KG,2023-05-25
502,anloga,5.7947,0.8973,27.67,82,91,4.13,GH,2023-05-25
503,port isabel,26.0734,-97.2086,31.05,69,0,6.26,US,2023-05-25
504,laminusa,5.5549,120.9136,28.21,78,96,3.7,PH,2023-05-25
505,tufanbeyli,38.2633,36.2206,9.32,86,22,0.75,TR,2023-05-25
506,quatre cocos,-20.2078,57.7625,22.98,85,61,6.85,MU,2023-05-25
507,lautoka,-17.6167,177.4667,26.92,61,20,5.66,FJ,2023-05-25
508,bernau bei berlin,52.6798,13.5871,13.75,65,22,2.38,DE,2023-05-25
509,mogadishu,2.0371,45.3438,26.47,78,8,5.9,SO,2023-05-25
510,saint-joseph,-21.3667,55.6167,21.21,83,100,5.85,RE,2023-05-25
511,clovis,36.8252,-119.7029,28.42,41,20,2.57,US,2023-05-25
512,ad dilam,23.9915,47.1627,31.23,21,18,2.49,SA,2023-05-25
513,selfoss,63.9331,-20.9971,6.69,77,100,5.21,IS,2023-05-25
514,vidyayevo,69.3191,32.8049,8.21,49,39,4.77,RU,2023-05-25
515,mae hong son,19.3003,97.9685,27.08,78,75,0.0,TH,2023-05-25
516,ambodifotatra,-16.9833,49.85,23.97,80,55,8.24,MG,2023-05-25
517,newman,37.3138,-121.0208,27.35,43,0,5.81,US,2023-05-25
518,san patricio,28.017,-97.5169,31.05,62,79,5.59,US,2023-05-25
519,oltinko'l,40.8011,72.1634,18.09,44,100,2.37,UZ,2023-05-25
520,pisco,-13.7,-76.2167,22.03,73,75,4.12,PE,2023-05-25
521,magadan,59.5667,150.8,9.74,85,29,1.62,RU,2023-05-25
522,jangipur,24.4667,88.0667,25.28,79,8,2.41,IN,2023-05-25
523,tolanaro,-25.0319,46.9987,18.04,77,75,1.54,MG,2023-05-25
524,tidjikja,18.5564,-11.4271,29.71,32,100,5.35,MR,2023-05-25
525,safi,32.1667,-8.8333,16.87,79,0,3.76,MA,2023-05-25
526,khao wong,16.7001,104.0902,24.95,91,90,1.58,TH,2023-05-25
527,beatrice,40.2681,-96.747,21.77,88,100,4.12,US,2023-05-25
528,nagqu,31.5,92.0,2.53,67,100,4.3,CN,2023-05-25
529,veraval,20.9,70.3667,28.58,75,2,7.93,IN,2023-05-25
530,leon,21.1167,-101.6667,32.03,50,95,4.16,MX,2023-05-25
531,nha trang,12.25,109.1833,25.0,81,89,1.79,VN,2023-05-25
532,obonoma,4.7084,6.7931,25.16,89,98,1.78,NG,2023-05-25
533,mongoumba,3.6415,18.5936,22.47,98,100,0.7,CF,2023-05-25
534,igarka,67.4667,86.5833,1.9,92,100,1.11,RU,2023-05-25
535,el bauga,18.262,33.9081,32.32,22,3,5.02,SD,2023-05-25
536,ar ruways,24.1103,52.7306,29.83,46,53,2.17,AE,2023-05-25
537,howard springs,-12.497,131.047,22.12,61,30,2.58,AU,2023-05-25
538,puerto deseado,-47.7503,-65.8938,7.33,34,3,8.05,AR,2023-05-25
539,isla del bosque,22.7333,-105.85,29.81,48,99,5.72,MX,2023-05-25
540,santa ana,33.7456,-117.8678,24.12,67,75,3.09,US,2023-05-25
541,cabedelo,-6.9811,-34.8339,25.37,82,99,6.02,BR,2023-05-25
542,chibougamau,49.9168,-74.3659,12.79,33,0,5.14,CA,2023-05-25
543,puerto gaitan,4.3133,-72.0816,27.02,81,55,2.56,CO,2023-05-25
544,amga,60.8953,131.9608,10.28,57,57,1.29,RU,2023-05-25
545,cold lake,54.4502,-110.2017,14.97,58,75,3.09,CA,2023-05-25
546,san fernando,15.0286,120.6898,27.85,81,83,1.58,PH,2023-05-25
547,prado,-17.3411,-39.2208,22.37,89,22,3.86,BR,2023-05-25
548,pyetrykaw,52.1289,28.4921,13.58,73,25,1.71,BY,2023-05-25
549,dul'durga,50.6761,113.5931,6.2,41,10,7.04,RU,2023-05-25
550,foindu,7.4108,-11.5422,24.54,96,100,1.48,SL,2023-05-25
551,broken hill,-31.95,141.4333,8.5,71,0,5.97,AU,2023-05-25
552,asia,9.5506,122.5164,27.26,82,100,2.11,PH,2023-05-25
553,spring creek,40.7266,-115.5859,16.83,42,58,0.39,US,2023-05-25
554,ulanhot,46.0833,122.0833,16.67,38,4,6.35,CN,2023-05-25
555,mount gambier,-37.8333,140.7667,10.91,68,99,4.17,AU,2023-05-25
556,saynshand,44.8824,110.1163,9.66,61,76,3.51,MN,2023-05-25
557,woolgoolga,-30.1106,153.2007,15.93,45,100,4.43,AU,2023-05-25
558,cinco saltos,-38.8222,-68.0629,15.85,25,0,7.2,AR,2023-05-25
559,tarawa,1.419,172.984,29.05,84,40,2.06,KI,2023-05-25
560,bogatyye saby,56.0102,50.4483,19.52,53,100,4.26,RU,2023-05-25
561,darwin,-12.4611,130.8418,22.16,66,0,3.09,AU,2023-05-25
562,ronne,55.1009,14.7066,10.95,71,0,6.17,DK,2023-05-25
563,chernyshevsk,52.5243,117.0174,6.95,57,93,5.13,RU,2023-05-25
564,shubarshi,48.5872,57.1869,18.08,35,1,2.92,KZ,2023-05-25
565,aibak,36.2647,68.0155,17.23,21,0,3.05,AF,2023-05-25
566,novofedorivka,46.1713,32.3178,16.51,87,72,0.81,UA,2023-05-25
567,verkhnevilyuysk,63.4453,120.3167,5.89,62,32,2.82,RU,2023-05-25
568,krutinka,56.0055,71.5113,7.47,87,27,3.49,RU,2023-05-25
